origin_iso,origin_name,originregion_name,destination_iso,destination_name,destinationregion_name,countryflow_2001,countryflow_2002,countryflow_2003,countryflow_2004,countryflow_2005,countryflow_2006,countryflow_2007,countryflow_2008,countryflow_2009,countryflow_2010,countryflow_2011,countryflow_2012,countryflow_2013,countryflow_2014,countryflow_2015
BG,Bulgaria,ESRA East,AM,Armenia,Other Europe,18,22,11,29,48,57,75,72,35,41,33,33,29,32,30
BG,Bulgaria,ESRA East,AT,Austria,ESRA North-West,1161,1296,1285,1610,1988,2089,2515,2971,2436,2752,2778,3189,2448,2318,2262
BG,Bulgaria,ESRA East,BA,Bosnia & Herzegovina,ESRA East,7,5,4,20,13,9,5,11,5,11,6,11,12,7,6
BG,Bulgaria,ESRA East,BE,Belgium,ESRA North-West,386,279,375,444,518,549,605,747,774,796,830,761,743,807,818
BG,Bulgaria,ESRA East,BG,Bulgaria,ESRA East,3719,3206,2501,2852,3107,3788,4997,5799,4612,4255,4919,4372,3690,3380,3372
BG,Bulgaria,ESRA East,CH,Switzerland,ESRA North-West,321,394,402,308,271,294,289,702,584,594,566,356,322,307,464
BG,Bulgaria,ESRA East,CY,Cyprus,ESRA Mediterranean,177,239,229,242,251,296,363,382,383,389,464,381,319,325,358
BG,Bulgaria,ESRA East,CZ,Czechia,ESRA East,532,680,896,1137,1272,1309,1433,1683,1292,1292,1262,1120,946,996,998
BG,Bulgaria,ESRA East,DE,Germany,ESRA North-West,3716,4549,5033,5256,5685,6010,5985,6190,5596,5467,5491,5166,5351,5924,5790
BG,Bulgaria,ESRA East,DK,Denmark,ESRA North-West,153,243,319,408,528,670,676,554,378,471,455,307,295,244,294
BG,Bulgaria,ESRA East,EE,Estonia,Other Europe,3,0,6,1,3,13,48,53,50,44,36,48,77,79,80
BG,Bulgaria,ESRA East,ES,Spain,ESRA Mediterranean,47,110,173,259,525,788,716,929,1034,1175,1056,1013,1030,1070,1039
BG,Bulgaria,ESRA East,FI,Finland,ESRA North-West,115,202,256,298,428,461,356,298,174,178,172,112,168,127,124
BG,Bulgaria,ESRA East,FO,Faroe Islands,ESRA North-West,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BG,Bulgaria,ESRA East,FR,France,ESRA North-West,605,631,685,793,911,1044,1131,1154,1310,1323,1288,1270,967,961,1003
BG,Bulgaria,ESRA East,GB,United Kingdom,ESRA North-West,933,1214,1541,2145,2774,3403,3411,3522,3121,3010,3004,3021,3261,3328,3590
BG,Bulgaria,ESRA East,GE,Georgia,Other Europe,16,16,10,13,7,28,21,35,15,28,40,13,47,13,16
BG,Bulgaria,ESRA East,GR,Greece,ESRA Mediterranean,497,663,912,847,873,1173,1452,1597,1451,1222,1138,1037,852,912,994
BG,Bulgaria,ESRA East,HR,Croatia,ESRA East,26,35,34,33,42,47,59,69,270,201,52,55,36,38,49
BG,Bulgaria,ESRA East,HU,Hungary,ESRA East,979,875,798,1052,1388,1718,1319,1255,1266,1468,1418,633,413,151,114
BG,Bulgaria,ESRA East,IE,Ireland,ESRA North-West,30,24,33,75,134,310,388,369,260,133,155,118,105,101,127
BG,Bulgaria,ESRA East,IT,Italy,ESRA Mediterranean,513,715,948,1318,1392,1774,2330,1884,1707,1806,1885,1629,1522,1657,1812
BG,Bulgaria,ESRA East,LT,Lithuania,Other Europe,22,17,16,18,30,39,34,34,38,31,51,71,100,106,91
BG,Bulgaria,ESRA East,LU,Luxembourg,ESRA North-West,6,49,43,55,70,54,53,56,67,61,81,92,100,105,84
BG,Bulgaria,ESRA East,LV,Latvia,Other Europe,15,5,4,20,16,23,34,52,34,33,40,61,75,116,102
BG,Bulgaria,ESRA East,MD,Moldova,ESRA East,4,3,10,9,4,19,57,37,30,27,39,21,6,17,9
BG,Bulgaria,ESRA East,MK,Macedonia,ESRA East,45,291,292,280,426,542,549,731,582,597,256,260,221,19,34
BG,Bulgaria,ESRA East,MT,Malta,ESRA Mediterranean,58,106,122,113,111,120,141,117,89,50,33,15,9,56,123
BG,Bulgaria,ESRA East,NL,Netherlands,ESRA North-West,64,64,175,288,484,625,614,650,609,702,779,840,874,866,836
BG,Bulgaria,ESRA East,NO,Norway,ESRA North-West,67,92,99,137,219,414,515,385,281,283,340,335,362,338,306
BG,Bulgaria,ESRA East,PL,Poland,ESRA East,397,427,476,535,560,606,695,755,831,983,1067,1014,1024,1287,1511
BG,Bulgaria,ESRA East,PT,Portugal,ESRA Mediterranean,0,5,35,91,69,73,47,52,23,23,14,13,3,9,8
BG,Bulgaria,ESRA East,RO,Romania,ESRA East,475,492,518,487,573,654,742,1209,1088,817,1109,1290,1414,1476,1105
BG,Bulgaria,ESRA East,RS,Serbia,ESRA East,149,285,161,163,157,189,321,175,190,108,89,128,170,521,1023
BG,Bulgaria,ESRA East,SE,Sweden,ESRA North-West,258,287,404,504,490,530,513,395,228,202,182,150,153,198,234
BG,Bulgaria,ESRA East,SI,Slovenia,ESRA East,35,36,43,76,73,78,309,52,82,174,107,56,34,19,11
BG,Bulgaria,ESRA East,SK,Slovakia,ESRA East,102,114,147,191,233,491,372,362,399,447,574,568,527,335,305
BG,Bulgaria,ESRA East,TR,Turkey,ESRA Mediterranean,368,426,494,601,555,567,663,930,805,858,990,844,931,1127,1371
BG,Bulgaria,ESRA East,UA,Ukraine,ESRA East,426,246,168,232,204,256,314,411,277,426,612,637,457,311,194
CH,Switzerland,ESRA North-West,AL,Albania,ESRA East,449,495,94,66,74,10,8,25,76,71,27,8,21,13,13
CH,Switzerland,ESRA North-West,AM,Armenia,Other Europe,82,3,3,3,0,5,5,2,107,99,18,5,7,3,9
CH,Switzerland,ESRA North-West,AT,Austria,ESRA North-West,11708,11353,10855,11792,10559,8609,9040,10027,9283,9091,9717,9337,9703,9190,9335
CH,Switzerland,ESRA North-West,BA,Bosnia & Herzegovina,ESRA East,536,432,169,12,93,185,175,216,306,344,278,171,248,235,227
CH,Switzerland,ESRA North-West,BE,Belgium,ESRA North-West,5916,5766,5189,5352,5164,5168,5812,5947,5446,5831,6086,6052,5746,5657,6115
CH,Switzerland,ESRA North-West,BG,Bulgaria,ESRA East,327,395,407,323,270,290,279,690,591,580,574,358,317,315,466
CH,Switzerland,ESRA North-West,CH,Switzerland,ESRA North-West,27942,24195,22615,19770,20994,20655,21664,21349,20927,20848,21183,20742,19895,21396,21994
CH,Switzerland,ESRA North-West,CY,Cyprus,ESRA Mediterranean,773,641,377,403,415,440,430,406,440,473,482,466,436,506,447
CH,Switzerland,ESRA North-West,CZ,Czechia,ESRA East,1704,1605,1395,2200,2651,2660,3265,2665,2473,2461,2362,2594,3042,2335,1842
CH,Switzerland,ESRA North-West,DE,Germany,ESRA North-West,42485,42651,41085,40343,39460,40195,40984,41488,38549,39040,42964,41488,38157,38552,38233
CH,Switzerland,ESRA North-West,DK,Denmark,ESRA North-West,4451,3745,3572,3803,4068,3123,3264,3462,3189,3271,3424,3124,3208,3303,3140
CH,Switzerland,ESRA North-West,EE,Estonia,Other Europe,21,25,11,35,43,47,45,37,30,37,50,56,50,30,34
CH,Switzerland,ESRA North-West,ES,Spain,ESRA Mediterranean,13991,14553,13196,13447,14001,14994,15268,13637,12298,13795,17179,17921,17169,17222,17735
CH,Switzerland,ESRA North-West,FI,Finland,ESRA North-West,1139,789,888,1148,818,1314,1586,1934,1721,1729,2167,1641,1595,1737,2068
CH,Switzerland,ESRA North-West,FO,Faroe Islands,ESRA North-West,1,0,0,1,1,0,1,0,0,0,0,1,0,1,2
CH,Switzerland,ESRA North-West,FR,France,ESRA North-West,35420,31683,28168,27680,26536,27142,28831,28457,27376,28040,28563,28528,27328,27125,25995
CH,Switzerland,ESRA North-West,GB,United Kingdom,ESRA North-West,22760,24977,25904,25304,27077,29145,31741,33838,30024,30605,31885,31618,30409,30324,29664
CH,Switzerland,ESRA North-West,GE,Georgia,Other Europe,84,5,8,7,12,13,15,10,12,9,4,14,13,3,13
CH,Switzerland,ESRA North-West,GI,Gibraltar,Other Europe,25,31,27,18,23,24,44,43,31,35,33,33,28,28,26
CH,Switzerland,ESRA North-West,GR,Greece,ESRA Mediterranean,3414,3201,3202,3017,2888,3226,3398,3399,3536,3454,3674,3598,3269,3726,4372
CH,Switzerland,ESRA North-West,HR,Croatia,ESRA East,917,847,941,782,938,1088,1157,1217,1202,1341,1379,1530,1563,1556,1819
CH,Switzerland,ESRA North-West,HU,Hungary,ESRA East,1733,1368,1883,2485,2581,2693,2793,2732,2832,2250,2233,1734,1854,1564,1554
CH,Switzerland,ESRA North-West,IE,Ireland,ESRA North-West,699,699,872,1016,1048,1087,1356,1442,1327,1251,1314,1424,1408,1369,1495
CH,Switzerland,ESRA North-West,IT,Italy,ESRA Mediterranean,17334,15019,15476,14922,17135,15905,16653,16257,14285,14988,15387,16126,16033,15892,16204
CH,Switzerland,ESRA North-West,LT,Lithuania,Other Europe,20,16,14,14,14,10,113,54,23,20,43,29,34,29,34
CH,Switzerland,ESRA North-West,LU,Luxembourg,ESRA North-West,2023,1919,1835,1791,1636,1714,1710,1684,1784,1923,2058,2456,2165,2195,2158
CH,Switzerland,ESRA North-West,LV,Latvia,Other Europe,29,39,32,43,41,69,199,211,296,362,343,374,331,328,465
CH,Switzerland,ESRA North-West,MD,Moldova,ESRA East,6,5,1,6,4,12,21,23,14,25,31,38,37,31,35
CH,Switzerland,ESRA North-West,MK,Macedonia,ESRA East,1093,994,805,673,878,797,735,592,424,565,625,655,514,471,655
CH,Switzerland,ESRA North-West,MT,Malta,ESRA Mediterranean,482,317,321,310,303,281,277,292,358,403,420,437,423,482,534
CH,Switzerland,ESRA North-West,NL,Netherlands,ESRA North-West,7911,7128,7282,7891,6562,6895,7106,7133,6863,6563,7361,7789,7673,7693,7565
CH,Switzerland,ESRA North-West,NO,Norway,ESRA North-West,1045,813,777,445,394,501,806,828,1076,1332,1339,1326,1306,1293,1151
CH,Switzerland,ESRA North-West,PL,Poland,ESRA East,2640,2333,2463,2548,2675,2570,2524,2537,2467,2437,2539,2462,2541,2665,2203
CH,Switzerland,ESRA North-West,PT,Portugal,ESRA Mediterranean,3441,3444,3472,3418,3530,3732,4630,5246,4935,5024,5264,5416,5823,6085,6639
CH,Switzerland,ESRA North-West,RO,Romania,ESRA East,764,763,508,473,521,549,538,726,1008,1044,600,784,847,743,879
CH,Switzerland,ESRA North-West,RS,Serbia,ESRA East,2499,2512,2552,2864,2976,2849,2504,2443,2474,2564,2894,3019,3240,3322,3266
CH,Switzerland,ESRA North-West,SE,Sweden,ESRA North-West,3828,3061,2813,2367,2647,2313,2372,2463,2463,2580,3003,2812,2557,2736,2787
CH,Switzerland,ESRA North-West,SI,Slovenia,ESRA East,931,811,885,564,548,706,981,1139,1083,1056,1017,1056,1012,981,1201
CH,Switzerland,ESRA North-West,SJ,Svalbard & Jan Mayen,ESRA North-West,0,0,0,0,0,0,0,2,1,0,3,0,0,3,4
CH,Switzerland,ESRA North-West,SK,Slovakia,ESRA East,34,327,508,551,368,73,103,165,144,138,144,155,135,109,121
CH,Switzerland,ESRA North-West,TR,Turkey,ESRA Mediterranean,3042,2754,2766,3012,3479,2684,2883,3430,3571,3900,4359,4736,5274,5467,5638
CH,Switzerland,ESRA North-West,UA,Ukraine,ESRA East,411,371,515,485,645,657,733,813,774,986,1155,1188,1318,1326,1021
CY,Cyprus,ESRA Mediterranean,AL,Albania,ESRA East,3,1,1,1,1,1,3,5,4,4,0,2,0,2,0
CY,Cyprus,ESRA Mediterranean,AM,Armenia,Other Europe,61,13,2,2,4,5,4,5,14,52,43,35,7,11,11
CY,Cyprus,ESRA Mediterranean,AT,Austria,ESRA North-West,434,408,392,387,549,517,687,737,635,603,544,602,563,723,839
CY,Cyprus,ESRA Mediterranean,BA,Bosnia & Herzegovina,ESRA East,0,3,6,0,2,2,2,3,1,3,1,2,0,3,3
CY,Cyprus,ESRA Mediterranean,BE,Belgium,ESRA North-West,255,170,192,267,265,282,219,244,225,279,280,370,191,192,154
CY,Cyprus,ESRA Mediterranean,BG,Bulgaria,ESRA East,192,238,231,250,259,294,365,380,382,392,421,375,309,326,353
CY,Cyprus,ESRA Mediterranean,CH,Switzerland,ESRA North-West,771,633,387,410,423,456,422,412,430,458,504,469,436,497,442
CY,Cyprus,ESRA Mediterranean,CY,Cyprus,ESRA Mediterranean,2356,2512,2660,2588,2376,2039,1785,1810,1714,1609,773,369,140,118,272
CY,Cyprus,ESRA Mediterranean,CZ,Czechia,ESRA East,386,344,300,347,343,342,378,543,575,553,563,171,103,71,82
CY,Cyprus,ESRA Mediterranean,DE,Germany,ESRA North-West,1670,1561,1388,1465,1580,1381,1246,1332,1320,1372,1453,1572,981,815,1008
CY,Cyprus,ESRA Mediterranean,DK,Denmark,ESRA North-West,216,219,199,212,218,230,225,253,181,233,243,212,196,198,151
CY,Cyprus,ESRA Mediterranean,EE,Estonia,Other Europe,21,13,0,3,3,13,3,10,10,4,12,11,10,6,17
CY,Cyprus,ESRA Mediterranean,ES,Spain,ESRA Mediterranean,24,25,29,36,49,49,49,41,30,54,182,134,93,61,53
CY,Cyprus,ESRA Mediterranean,FI,Finland,ESRA North-West,220,248,177,209,165,192,123,175,167,169,164,161,154,116,103
CY,Cyprus,ESRA Mediterranean,FR,France,ESRA North-West,441,422,489,597,684,648,507,469,407,469,535,518,375,512,451
CY,Cyprus,ESRA Mediterranean,GB,United Kingdom,ESRA North-West,7696,6862,7684,7263,8113,8066,8047,8073,7816,7588,7751,7425,7003,6766,6921
CY,Cyprus,ESRA Mediterranean,GE,Georgia,Other Europe,6,23,42,33,32,32,32,15,4,5,6,9,7,5,9
CY,Cyprus,ESRA Mediterranean,GI,Gibraltar,Other Europe,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0
CY,Cyprus,ESRA Mediterranean,GR,Greece,ESRA Mediterranean,3823,4358,4678,6291,6321,5773,6114,6089,6146,5904,5840,5849,4369,4749,5267
CY,Cyprus,ESRA Mediterranean,HR,Croatia,ESRA East,22,4,8,6,11,19,29,31,27,32,22,43,24,33,37
CY,Cyprus,ESRA Mediterranean,HU,Hungary,ESRA East,326,312,257,303,332,381,324,316,332,348,361,168,223,174,172
CY,Cyprus,ESRA Mediterranean,IE,Ireland,ESRA North-West,233,283,370,247,266,237,221,130,106,59,53,30,25,8,8
CY,Cyprus,ESRA Mediterranean,IT,Italy,ESRA Mediterranean,477,349,424,448,480,495,509,612,535,490,510,770,601,337,413
CY,Cyprus,ESRA Mediterranean,LT,Lithuania,Other Europe,1,13,1,13,13,21,24,24,6,8,2,52,43,120,143
CY,Cyprus,ESRA Mediterranean,LU,Luxembourg,ESRA North-West,36,24,7,2,13,14,37,36,39,40,38,40,6,10,10
CY,Cyprus,ESRA Mediterranean,LV,Latvia,Other Europe,16,1,8,7,19,20,31,14,5,2,3,7,45,77,70
CY,Cyprus,ESRA Mediterranean,MD,Moldova,ESRA East,146,175,156,158,184,110,155,121,50,31,26,6,7,56,75
CY,Cyprus,ESRA Mediterranean,MK,Macedonia,ESRA East,0,5,2,0,5,0,0,4,1,5,6,1,3,6,2
CY,Cyprus,ESRA Mediterranean,MT,Malta,ESRA Mediterranean,81,79,77,78,126,242,268,274,370,376,377,378,324,294,379
CY,Cyprus,ESRA Mediterranean,NL,Netherlands,ESRA North-West,639,508,502,498,478,450,411,414,437,467,452,381,274,306,198
CY,Cyprus,ESRA Mediterranean,NO,Norway,ESRA North-West,308,281,279,246,247,252,265,328,326,343,323,403,393,344,255
CY,Cyprus,ESRA Mediterranean,PL,Poland,ESRA East,237,194,160,218,249,261,311,341,318,369,362,399,401,422,536
CY,Cyprus,ESRA Mediterranean,PT,Portugal,ESRA Mediterranean,3,4,3,17,10,26,16,9,10,8,14,5,3,4,2
CY,Cyprus,ESRA Mediterranean,RO,Romania,ESRA East,218,191,176,207,259,351,471,623,588,678,842,609,575,534,541
CY,Cyprus,ESRA Mediterranean,RS,Serbia,ESRA East,193,188,161,174,151,201,180,239,183,248,297,216,178,376,320
CY,Cyprus,ESRA Mediterranean,SE,Sweden,ESRA North-West,602,431,353,398,419,498,573,603,562,518,584,630,621,557,500
CY,Cyprus,ESRA Mediterranean,SI,Slovenia,ESRA East,26,21,16,12,14,21,14,20,5,6,14,5,10,3,1
CY,Cyprus,ESRA Mediterranean,SK,Slovakia,ESRA East,64,82,67,86,84,79,56,48,36,24,76,26,22,22,19
CY,Cyprus,ESRA Mediterranean,TR,Turkey,ESRA Mediterranean,0,7,6,3,2,4,1,0,1,2,1,2,5,0,2
CY,Cyprus,ESRA Mediterranean,UA,Ukraine,ESRA East,237,282,184,205,210,247,272,302,223,379,375,370,467,469,616
CZ,Czechia,ESRA East,AL,Albania,ESRA East,0,0,0,0,3,6,7,10,8,4,11,73,2,5,23
CZ,Czechia,ESRA East,AM,Armenia,Other Europe,2,2,36,104,129,173,193,212,219,254,245,224,245,149,9
CZ,Czechia,ESRA East,AT,Austria,ESRA North-West,2507,2597,2566,3020,3400,3885,4038,3477,2946,3062,3208,2728,2545,2440,2495
CZ,Czechia,ESRA East,BA,Bosnia & Herzegovina,ESRA East,2,2,2,3,190,304,18,12,42,11,9,12,13,3,8
CZ,Czechia,ESRA East,BE,Belgium,ESRA North-West,1479,1645,1678,1986,2127,2025,2558,2650,2533,2424,2503,2082,2064,2068,2403
CZ,Czechia,ESRA East,BG,Bulgaria,ESRA East,539,675,901,1137,1282,1293,1445,1696,1302,1285,1265,1114,985,979,992
CZ,Czechia,ESRA East,CH,Switzerland,ESRA North-West,1696,1612,1405,2222,2632,2667,3261,2663,2512,2497,2385,2638,3057,2328,1840
CZ,Czechia,ESRA East,CY,Cyprus,ESRA Mediterranean,310,336,305,343,344,349,377,549,576,553,561,158,104,69,70
CZ,Czechia,ESRA East,CZ,Czechia,ESRA East,4776,4870,5662,7267,7269,8386,8441,9405,10238,8241,6515,5536,4377,5040,6422
CZ,Czechia,ESRA East,DE,Germany,ESRA North-West,8811,9515,9749,10471,12675,13691,13563,13406,12254,11738,11392,10282,10761,9521,10001
CZ,Czechia,ESRA East,DK,Denmark,ESRA North-West,1503,1214,1369,1838,1587,1853,1845,1825,1392,1853,1774,1297,1321,1009,1152
CZ,Czechia,ESRA East,EE,Estonia,Other Europe,4,2,173,435,519,529,706,665,370,372,360,191,17,11,9
CZ,Czechia,ESRA East,ES,Spain,ESRA Mediterranean,1843,1902,2242,2474,2618,2801,3446,3904,3387,3326,3344,2703,2613,2476,2711
CZ,Czechia,ESRA East,FI,Finland,ESRA North-West,553,611,593,625,655,661,603,637,640,634,707,737,862,907,963
CZ,Czechia,ESRA East,FR,France,ESRA North-West,3037,3297,3512,4364,4695,5232,5431,6063,5794,5930,6569,5788,5217,4797,4755
CZ,Czechia,ESRA East,GB,United Kingdom,ESRA North-West,3599,4774,6297,10117,11958,10407,9877,8358,6726,5674,5394,5609,5436,5759,6443
CZ,Czechia,ESRA East,GE,Georgia,Other Europe,60,156,150,180,129,50,9,108,168,250,272,98,108,38,15
CZ,Czechia,ESRA East,GI,Gibraltar,Other Europe,0,0,0,0,1,0,0,2,1,0,1,0,0,1,2
CZ,Czechia,ESRA East,GR,Greece,ESRA Mediterranean,1643,1902,2101,2211,2511,2857,3151,3436,3295,2900,2403,2046,2055,2452,2568
CZ,Czechia,ESRA East,HR,Croatia,ESRA East,631,585,709,710,677,819,855,953,823,811,727,530,551,630,711
CZ,Czechia,ESRA East,HU,Hungary,ESRA East,1313,1388,1741,2019,2e3,1968,2129,2086,1976,1944,1909,1300,1080,1037,1070
CZ,Czechia,ESRA East,IE,Ireland,ESRA North-West,362,480,878,1212,1315,1348,1365,1531,637,484,358,385,399,578,691
CZ,Czechia,ESRA East,IT,Italy,ESRA Mediterranean,1884,2271,2774,3396,3716,4920,5966,6324,5302,4919,4807,4549,4371,4266,4647
CZ,Czechia,ESRA East,LT,Lithuania,Other Europe,224,409,425,467,517,581,739,725,714,481,373,184,75,203,39
CZ,Czechia,ESRA East,LU,Luxembourg,ESRA North-West,17,28,48,233,454,404,126,250,412,439,369,129,134,137,143
CZ,Czechia,ESRA East,LV,Latvia,Other Europe,423,491,534,694,632,639,722,718,527,381,371,198,276,345,381
CZ,Czechia,ESRA East,MD,Moldova,ESRA East,217,164,119,164,265,193,211,210,195,64,10,25,101,64,31
CZ,Czechia,ESRA East,MK,Macedonia,ESRA East,4,5,17,11,133,267,267,279,307,323,308,78,19,12,9
CZ,Czechia,ESRA East,MT,Malta,ESRA Mediterranean,81,83,71,66,57,46,50,63,59,58,39,53,57,85,61
CZ,Czechia,ESRA East,NL,Netherlands,ESRA North-West,1816,1910,2108,2165,2170,2268,2456,2691,2401,2582,2928,2768,2772,2780,2653
CZ,Czechia,ESRA East,NO,Norway,ESRA North-West,249,301,372,629,1018,1189,1165,1486,1553,1260,918,529,648,590,646
CZ,Czechia,ESRA East,PL,Poland,ESRA East,1244,1022,1033,2050,2563,2438,2491,2534,2514,2808,2945,2512,2243,2557,2749
CZ,Czechia,ESRA East,PT,Portugal,ESRA Mediterranean,80,102,88,194,164,185,273,341,329,303,401,390,483,469,507
CZ,Czechia,ESRA East,RO,Romania,ESRA East,483,393,462,698,844,837,799,867,776,742,753,762,624,699,572
CZ,Czechia,ESRA East,RS,Serbia,ESRA East,246,316,347,443,490,513,553,498,459,691,363,161,174,574,645
CZ,Czechia,ESRA East,SE,Sweden,ESRA North-West,731,671,829,901,1059,1084,861,1192,1384,1393,1316,976,982,820,1005
CZ,Czechia,ESRA East,SI,Slovenia,ESRA East,227,356,342,382,489,607,670,657,636,625,609,321,101,250,289
CZ,Czechia,ESRA East,SK,Slovakia,ESRA East,2770,2838,3265,3450,3565,3547,4164,4376,3820,3726,3026,1920,1639,1879,1866
CZ,Czechia,ESRA East,TR,Turkey,ESRA Mediterranean,614,623,642,718,842,1074,1289,1352,1489,1512,1851,1859,1866,1971,2407
CZ,Czechia,ESRA East,UA,Ukraine,ESRA East,493,519,577,570,586,974,1172,1246,1194,1196,1510,1436,975,738,618
DE,Germany,ESRA North-West,AL,Albania,ESRA East,173,149,182,160,164,155,600,764,740,687,626,389,404,525,652
DE,Germany,ESRA North-West,AM,Armenia,Other Europe,108,76,109,117,183,190,310,298,159,181,126,75,40,39,12
DE,Germany,ESRA North-West,AT,Austria,ESRA North-West,33519,33184,38621,41628,42825,44042,48710,50738,47747,47821,46790,43565,41272,41971,41524
DE,Germany,ESRA North-West,BA,Bosnia & Herzegovina,ESRA East,566,555,474,482,607,822,962,966,1078,846,678,656,623,768,946
DE,Germany,ESRA North-West,BE,Belgium,ESRA North-West,21775,17906,17513,17497,17169,18366,19010,18462,16184,14410,15343,14600,13487,13437,14812
DE,Germany,ESRA North-West,BG,Bulgaria,ESRA East,3711,4533,5011,5222,5714,6019,6049,6272,5647,5499,5529,5109,5339,5936,5741
DE,Germany,ESRA North-West,CH,Switzerland,ESRA North-West,42219,42314,40829,40149,39136,40205,41108,41618,38570,39636,43180,41610,38351,38617,38455
DE,Germany,ESRA North-West,CY,Cyprus,ESRA Mediterranean,1669,1545,1313,1428,1613,1399,1270,1244,1273,1375,1427,1553,965,816,1015
DE,Germany,ESRA North-West,CZ,Czechia,ESRA East,8823,9439,9695,10542,12659,13679,13453,13480,12270,11895,11391,10281,10664,9578,10198
DE,Germany,ESRA North-West,DE,Germany,ESRA North-West,430356,424824,407259,402660,405046,404999,411604,408568,379076,377680,379516,353471,329218,330882,330317
DE,Germany,ESRA North-West,DK,Denmark,ESRA North-West,17842,16490,16449,17329,17950,17965,17582,18890,17177,17287,17770,18071,17974,19092,20066
DE,Germany,ESRA North-West,EE,Estonia,Other Europe,404,460,591,1152,1422,1339,1077,1163,635,812,1147,1505,1032,1189,1501
DE,Germany,ESRA North-West,ES,Spain,ESRA Mediterranean,71404,68411,73607,76570,79016,78955,84537,82420,74169,76748,77773,76005,79051,83574,83549
DE,Germany,ESRA North-West,FI,Finland,ESRA North-West,7290,6582,7098,8928,8434,8627,9703,9445,8670,8483,9678,8694,8228,8189,7902
DE,Germany,ESRA North-West,FO,Faroe Islands,ESRA North-West,1,5,7,0,3,3,3,4,0,3,1,9,11,2,7
DE,Germany,ESRA North-West,FR,France,ESRA North-West,69776,68751,65650,68232,68460,75213,75106,74107,66248,63051,67131,65132,61243,58389,57674
DE,Germany,ESRA North-West,GB,United Kingdom,ESRA North-West,71806,69137,71097,72121,74834,76818,78038,76096,71594,70452,71729,71327,70057,69964,72307
DE,Germany,ESRA North-West,GE,Georgia,Other Europe,130,169,222,181,277,384,547,549,582,625,554,494,493,433,400
DE,Germany,ESRA North-West,GI,Gibraltar,Other Europe,4,10,9,6,18,16,12,13,13,18,19,8,5,8,7
DE,Germany,ESRA North-West,GR,Greece,ESRA Mediterranean,18469,17426,16810,17610,16774,16814,18644,18001,17584,17133,17557,15050,15583,18542,18934
DE,Germany,ESRA North-West,HR,Croatia,ESRA East,3924,4232,4480,4643,6160,6900,7197,7415,7343,7840,7803,7956,8263,8178,8407
DE,Germany,ESRA North-West,HU,Hungary,ESRA East,8181,8156,9441,11430,12598,12076,11842,11215,9846,10001,10341,9728,8747,8537,8444
DE,Germany,ESRA North-West,IE,Ireland,ESRA North-West,4064,4152,4054,4637,6124,6781,6819,7006,6571,5619,5826,5964,6020,6598,7073
DE,Germany,ESRA North-West,IT,Italy,ESRA Mediterranean,56287,54988,63726,65292,70629,75472,77648,71417,64840,66084,66829,66133,62995,62921,65888
DE,Germany,ESRA North-West,LT,Lithuania,Other Europe,1546,1570,1553,2057,2603,2665,2332,2036,1203,1599,1645,1701,1859,2105,2014
DE,Germany,ESRA North-West,LU,Luxembourg,ESRA North-West,4516,4777,4072,3934,4061,4006,4157,4885,5043,5107,5754,6075,5711,5488,5703
DE,Germany,ESRA North-West,LV,Latvia,Other Europe,420,535,871,1642,2495,2135,2820,3348,3431,3846,3852,3981,3747,3723,4075
DE,Germany,ESRA North-West,MD,Moldova,ESRA East,375,358,21,19,188,317,291,345,348,559,657,843,832,639,646
DE,Germany,ESRA North-West,MK,Macedonia,ESRA East,939,642,824,759,639,541,330,301,246,236,235,262,376,691,835
DE,Germany,ESRA North-West,MT,Malta,ESRA Mediterranean,1785,1800,1581,1738,1785,1604,1973,2060,1899,1972,2092,2044,2203,2244,2372
DE,Germany,ESRA North-West,NL,Netherlands,ESRA North-West,28055,25512,23142,23945,24378,27781,27429,26635,24966,24162,25841,26200,26227,26608,26586
DE,Germany,ESRA North-West,NO,Norway,ESRA North-West,4114,4373,4994,6138,6879,8294,8459,9759,10142,10485,11056,10736,10434,9340,7609
DE,Germany,ESRA North-West,PL,Poland,ESRA East,13963,12339,13337,17089,20643,22877,23980,26835,26115,26088,25583,27057,27111,25001,26014
DE,Germany,ESRA North-West,PT,Portugal,ESRA Mediterranean,8852,8955,8663,8958,8740,9892,10279,10664,9815,10123,10437,10726,11398,11832,13420
DE,Germany,ESRA North-West,RO,Romania,ESRA East,2363,2577,2824,4002,5405,5957,7376,9676,8630,8764,9172,9137,9094,8913,9731
DE,Germany,ESRA North-West,RS,Serbia,ESRA East,2520,3105,3037,3647,3969,4257,4404,5003,4834,5003,5784,5864,6148,5580,5788
DE,Germany,ESRA North-West,SE,Sweden,ESRA North-West,11965,11466,12624,13909,15231,16980,17629,19343,17557,16943,17509,17079,17185,16422,17276
DE,Germany,ESRA North-West,SI,Slovenia,ESRA East,2102,2301,2455,2597,2958,2962,3185,3714,3122,2948,3133,3095,3004,2422,2698
DE,Germany,ESRA North-West,SJ,Svalbard & Jan Mayen,ESRA North-West,2,3,4,0,5,2,1,3,3,5,4,11,11,12,14
DE,Germany,ESRA North-West,SK,Slovakia,ESRA East,444,698,1234,1498,2108,2178,2002,2263,1054,1111,847,837,752,737,1002
